"user_id","month","language","age","total_users","paid_users","total_revenue","arppu","mrr","new_paid_users","revenue_new_users","new_mrr","churned_users","previous_paid_users","churn_rate","churned_revenue","revenue_churn_rate","expansion_mrr","contraction_mrr"
H2Tik+BqoLgAQX4uSw/8vA==,5,uk,30,1,1,12.09,12.09,12.09,0,0,,0,1,0,12.09,1.00000000000000000000,0.00,2.25
nPrRQwP3UZo2KBlM2mJ8fg==,5,uk,24,3,1,70.08,70.08,210.24,0,0,,0,1,0,70.08,5.7965260545905707,178.56,0.00
zSepnWFgLH0tQb1s4mxKZQ==,5,uk,24,1,1,16.05,16.05,16.05,0,0,,0,1,0,16.05,0.07634132420091324201,0.00,198.51
Wi8qtp9drPDZD0laCPi2Ng==,5,uk,26,1,1,12.99,12.99,12.99,1,12.99,12.99,0,0,0,0,0.00000000000000000000,0.00,0.00
"8TTRdxncZg7Nl0tvfwsZng==",5,uk,30,1,1,14.25,14.25,14.25,1,14.25,14.25,1,0,1,0,0.00000000000000000000,0.00,0.00
WDsSR+yQGqoMMBfCxqkZlw==,5,uk,24,2,1,49.05,49.05,98.10,1,49.05,98.10,0,0,0,0,0.00000000000000000000,0.00,0.00
qqYyR2vRI+7pgiuyTnVM+A==,5,ru,19,2,1,40.17,40.17,80.34,1,40.17,80.34,0,0,0,0,0.00000000000000000000,0.00,0.00
K/6KHxREKTlFZXRfBNVNuQ==,5,ru,19,1,1,13.26,13.26,13.26,0,0,,0,1,0,13.26,0.16504854368932038835,0.00,69.66
Uen3Ap0lnrgWVWJtFCSo7g==,5,ru,17,2,1,47.88,47.88,95.76,0,0,,0,1,0,47.88,3.6108597285067873,74.97,0.00
HRBsRwGu5mkTvZBTNpA0tQ==,5,ru,17,1,1,20.85,20.85,20.85,0,0,,1,1,1,20.85,0.21773182957393483709,0.00,158.07
wDXJbTe2RLmAMKsPm5zZDg==,5,ru,17,4,1,74.01,74.01,296.04,1,74.01,296.04,0,0,0,0,0.00000000000000000000,0.00,0.00
b6lW5fOrJiJUE7dwhEp9VQ==,5,ru,17,3,1,94.11,94.11,282.33,1,94.11,282.33,0,0,0,0,0.00000000000000000000,0.00,0.00
ZmjMhgyYl6o8iFq964FEWg==,5,ru,17,1,1,27.0,27.00,27.00,0,0,,0,1,0,27.0,0.09563277016257570928,0.00,86.40
hRkRI5YBVIH6bbqIDTbung==,5,uk,19,1,1,16.44,16.44,16.44,0,0,,1,1,1,16.44,0.60888888888888888889,0.00,185.34
"6We7zBO7mVbNxGEl/xPKVg==",5,uk,19,1,1,22.74,22.74,22.74,1,22.74,22.74,0,0,0,0,0.00000000000000000000,0.00,0.00
IdKyooyTjAbvCA7p+ujKCw==,5,uk,19,7,1,153.54,153.54,1074.78,1,153.54,1074.78,0,0,0,0,0.00000000000000000000,0.00,0.00
aQDvOXzsDAJWi3Y47ptRPg==,5,ru,20,2,1,39.30,39.30,78.60,0,0,,0,1,0,39.30,0.03656562273209400994,63.39,0.00
nklUUkirU5GYU5ZtNOgx8w==,5,ru,20,2,1,40.62,40.62,81.24,0,0,,0,1,0,40.62,0.51679389312977099237,62.13,0.00
wjWDL/+l9D+LVt/9gNMH5Q==,5,ru,20,1,1,12.12,12.12,12.12,1,12.12,12.12,0,0,0,0,0.00000000000000000000,0.00,0.00
TWDA+aUZ8OPMHOtz5cPPXA==,5,ru,20,1,1,27.42,27.42,27.42,0,0,,0,1,0,27.42,2.2623762376237624,0.00,160.32
"2FYEYdoJMUOtbJ6TruruWA==",5,ru,20,1,1,30.33,30.33,30.33,0,0,,0,1,0,30.33,1.1061269146608315,0.00,83.37
"4btLP2zvi8eBV0t08fdkKQ==",5,ru,20,4,1,91.68,91.68,366.72,0,0,,0,1,0,91.68,3.0227497527200791,0.00,263.13
LWAxWBdiFs/25YxI4ZGthA==,5,ru,17,4,1,86.46,86.46,345.84,1,86.46,345.84,0,0,0,0,0.00000000000000000000,0.00,0.00
Bcs3CbYx2EpbL9otxlEUmg==,5,uk,18,1,1,30.72,30.72,30.72,0,0,,0,1,0,30.72,0.08882720333102012491,0.00,415.38
J6WNl39fdxaY8ZtvV8wNkw==,5,uk,18,1,1,24.99,24.99,24.99,0,0,,0,1,0,24.99,0.81347656250000000000,6.57,0.00
xnLJlU804PSS9tXKmm7gZQ==,5,ru,21,5,1,96.06,96.06,480.30,0,0,,0,1,0,96.06,3.8439375750300120,427.08,0.00
gPRMy8HkmaiyX+13OxuP/A==,5,ru,21,1,1,22.17,22.17,22.17,0,0,,0,1,0,22.17,0.04615865084322298563,0.00,145.41
urYfKANRgMuaQO9lQnBgnQ==,5,uk,31,1,1,12.66,12.66,12.66,1,12.66,12.66,0,0,0,0,0.00000000000000000000,0.00,0.00
"0A5RkQrm+GBgG7KSFk/xhw==",5,uk,31,1,1,13.8,13.80,13.80,1,13.8,13.80,0,0,0,0,0.00000000000000000000,0.00,0.00
ojVPXYZw2oeGtcmG7LcLGA==,5,en,20,3,1,75.90,75.90,227.70,0,0,,0,1,0,75.90,5.5000000000000000,206.37,0.00
"7ew71UmoMb73L41PM/YL/w==",5,uk,17,2,1,32.10,32.10,64.20,1,32.10,64.20,0,0,0,0,0.00000000000000000000,0.00,0.00
MRcEXu/KG95hsIyJM/816A==,5,uk,32,2,1,37.98,37.98,75.96,1,37.98,75.96,0,0,0,0,0.00000000000000000000,0.00,0.00
"7SeM1pmnTTTXfhI+x3ldng==",5,ru,22,3,1,62.61,62.61,187.83,0,0,,0,1,0,62.61,0.82424960505529225908,0.00,236.01
"75lEf3nSWLSf6GncqhR9gQ==",5,ru,22,3,1,58.26,58.26,174.78,0,0,,0,1,0,58.26,0.31017409359527232072,0.00,89.10
Wua5DlzLb2yNeSrcG9Xi3g==,5,uk,23,3,1,68.73,68.73,206.19,0,0,,0,1,0,68.73,0.39323721249570889118,26.64,0.00
"2Tm77AxZ7h7oCNKgCgMpnQ==",5,uk,23,3,1,72.06,72.06,216.18,0,0,,0,1,0,72.06,0.34948348610504874145,106.26,0.00
DqezK7HAqZ+GovyRuzxD1A==,5,uk,23,3,1,72.15,72.15,216.45,0,0,,0,1,0,72.15,0.33374965306688870386,0.00,33.12
"3iITAz/ADjFv3PDTgTjxSg==",5,ru,16,1,1,15.69,15.69,15.69,0,0,,0,1,0,15.69,0.07248787248787248787,0.00,228.57
UNcp1RmIObUiGNqLDHjNVw==,5,uk,16,2,1,28.35,28.35,56.70,1,28.35,56.70,0,0,0,0,0.00000000000000000000,0.00,0.00
dpfu6t8G4blqMn55KM8bSg==,5,uk,16,2,1,33.15,33.15,66.30,0,0,,0,1,0,33.15,0.58465608465608465608,33.27,0.00
crKNTIblJ0113SKEtSJQHw==,5,uk,16,5,1,93.99,93.99,469.95,1,93.99,469.95,0,0,0,0,0.00000000000000000000,0.00,0.00
jKSOgyMP0Yzld1pVpvyYrg==,5,uk,36,1,1,15.06,15.06,15.06,1,15.06,15.06,0,0,0,0,0.00000000000000000000,0.00,0.00
W6fRYNhsTNHQkvkoFEUaVQ==,5,uk,16,4,1,95.91,95.91,383.64,0,0,,0,1,0,95.91,6.3685258964143426,210.48,0.00
"7EPlnA7OQ9MhMx+od6FA9g==",5,ru,23,3,1,51.18,51.18,153.54,0,0,,0,1,0,51.18,0.13340631842352205192,0.00,303.06
DorDcyqBWMg5IEaflqn5Xw==,5,ru,23,2,1,37.62,37.62,75.24,0,0,,0,1,0,37.62,0.24501758499413833529,0.00,75.24
GOl6BQXsy0zvbvIWIoKEQw==,5,ru,18,2,1,64.65,64.65,129.30,1,64.65,129.30,0,0,0,0,0.00000000000000000000,0.00,0.00
Ghk2iJmzSUW4qLsmJgwOcw==,5,uk,16,3,1,67.29,67.29,201.87,0,0,,0,1,0,67.29,0.52041763341067285383,0.00,440.13
eCd4MBHIR4qUWapg05TFLQ==,5,ru,18,1,1,14.55,14.55,14.55,0,0,,0,1,0,14.55,0.07207608857185317283,0.00,8.49
RwtKwrRSrVpyAMRaDyhr8g==,5,uk,44,1,1,24.06,24.06,24.06,1,24.06,24.06,0,0,0,0,0.00000000000000000000,0.00,0.00
Y/nf8iBu/UCaNAuIRRjVwA==,5,uk,15,1,1,15.33,15.33,15.33,0,0,,0,1,0,15.33,0.63715710723192019950,0.00,5.10
b3TBQFxyCxxypmPajF+jXw==,5,uk,15,2,1,28.68,28.68,57.36,0,0,,0,1,0,28.68,1.8708414872798434,42.54,0.00
"9IWUQ1iWPfYSSN2tWuVqMQ==",5,ru,24,1,1,12.48,12.48,12.48,1,12.48,12.48,0,0,0,0,0.00000000000000000000,0.00,0.00
AN9at3LlvDamqXq8dvHD4w==,5,ru,24,2,1,66.57,66.57,133.14,0,0,,0,1,0,66.57,5.3341346153846154,0.00,60.36
pz7LUOs9i7xgncmHVxQvOw==,5,ru,24,1,1,39.6,39.60,39.60,0,0,,0,1,0,39.6,0.29743127534925642181,20.10,0.00
Hamw6F2EZmJfI2glmE2NEg==,5,ru,24,1,1,15.6,15.60,15.60,0,0,,0,1,0,15.6,0.39393939393939393939,0.00,68.88
lGI5+OCzV6nnDMpyZWtZAg==,5,ru,18,1,1,17.25,17.25,17.25,1,17.25,17.25,1,0,0,0,0.00000000000000000000,0.00,0.00
HxWcXHURvvtOJkrXAcDxQg==,5,uk,15,6,1,122.94,122.94,737.64,0,0,,0,1,0,122.94,7.1269565217391304,490.05,0.00
wDXJbTe2RLmAMKsPm5zZDg==,6,ru,17,8,1,204.48,204.48,1635.84,0,0,,0,1,0,204.48,0,1339.80,0.00
RwtKwrRSrVpyAMRaDyhr8g==,6,uk,44,3,1,63.78,63.78,191.34,0,0,,0,1,0,63.78,0.03898914319248826291,167.28,0.00
RsmjZqhi61Kd7U5ihaXhDw==,6,uk,30,4,1,68.58,68.58,274.32,1,68.58,274.32,0,0,0,0,0.00000000000000000000,0.00,0.00
e/6IajqZ922YY1rh2ErMJQ==,6,en,25,2,1,33.51,33.51,67.02,1,33.51,67.02,0,0,0,0,0.00000000000000000000,0.00,0.00
Z7/6qvk8WKH3uR6IMYlCxw==,6,uk,30,1,1,14.43,14.43,14.43,0,0,,0,1,0,14.43,0.21530886302596239928,2.34,0.00
H2Tik+BqoLgAQX4uSw/8vA==,6,uk,30,2,1,51.21,51.21,102.42,0,0,,0,1,0,51.21,3.5488565488565489,90.33,0.00
Wi8qtp9drPDZD0laCPi2Ng==,6,uk,26,1,1,14.04,14.04,14.04,0,0,,0,1,0,14.04,0.13708260105448154657,1.05,0.00
WSQTlRZJRg4Rb+rqe56nJg==,6,uk,26,1,1,14.7,14.70,14.70,1,14.7,14.70,0,0,0,0,0.00000000000000000000,0.00,0.00
"06RPvlsFPCmM9ag+iSM/Ag==",6,ru,34,2,1,29.07,29.07,58.14,0,0,,0,1,0,29.07,1.9775510204081633,1.50,0.00
qmZRB16NnnCdNHWUcSyVDQ==,6,ru,37,3,1,52.83,52.83,158.49,1,52.83,158.49,0,0,0,0,0.00000000000000000000,0.00,0.00
gPRMy8HkmaiyX+13OxuP/A==,6,ru,21,2,1,41.52,41.52,83.04,0,0,,0,1,0,41.52,0.26197236418701495362,60.87,0.00
xnLJlU804PSS9tXKmm7gZQ==,6,ru,21,2,1,35.88,35.88,71.76,0,0,,0,1,0,35.88,0.43208092485549132948,0.00,408.54
BJlqmsfEshc/QjsD7VgEjg==,6,ru,18,6,1,113.76,113.76,682.56,0,0,,0,1,0,113.76,1.5852842809364548,621.24,0.00
RQBsCvxlogTNUidSygqgcQ==,6,uk,28,1,1,17.07,17.07,17.07,0,0,,0,1,0,17.07,0.02500879043600562588,4.89,0.00
xiXTXOEbWU+HnGOUmgc9/w==,6,uk,20,1,1,15.06,15.06,15.06,0,0,,0,1,0,15.06,0.88224956063268892794,0.00,278.10
"4b7l8C489HEJirtoe7xtFg==",6,uk,20,1,1,22.83,22.83,22.83,0,0,,0,1,0,22.83,1.5159362549800797,0.00,29.97
"787jk0VnxM8/sv/0TkvO6A==",6,uk,20,4,1,97.95,97.95,391.80,0,0,,0,1,0,97.95,4.2904073587385020,318.30,0.00
qEF/fPDQLJPXIx6RiSIP1A==,6,uk,20,2,1,32.04,32.04,64.08,0,0,,0,1,0,32.04,0.08177641653905053599,42.24,0.00
xt/PY4N2zkZQgtlZ9Cg82w==,6,ru,24,3,1,67.71,67.71,203.13,1,67.71,203.13,0,0,0,0,0.00000000000000000000,0.00,0.00
Y/nf8iBu/UCaNAuIRRjVwA==,6,uk,15,1,1,41.13,41.13,41.13,0,0,,0,1,0,41.13,0.20248116969428444838,25.80,0.00
urYfKANRgMuaQO9lQnBgnQ==,6,uk,31,1,1,13.26,13.26,13.26,0,0,,0,1,0,13.26,0.32239241429613420861,0.60,0.00
"0A5RkQrm+GBgG7KSFk/xhw==",6,uk,31,3,1,48.21,48.21,144.63,0,0,,0,1,0,48.21,3.6357466063348416,130.83,0.00
ojVPXYZw2oeGtcmG7LcLGA==,6,en,20,4,1,98.37,98.37,393.48,0,0,,0,1,0,98.37,0.68014934660858742999,165.78,0.00
HxWcXHURvvtOJkrXAcDxQg==,6,uk,15,2,1,66.96,66.96,133.92,0,0,,0,1,0,66.96,0.17017383348581884721,0.00,603.72
"7ew71UmoMb73L41PM/YL/w==",6,uk,17,2,1,34.11,34.11,68.22,0,0,,0,1,0,34.11,0.25470430107526881720,4.02,0.00
DAMO0tILVRlXZhYONdvs0Q==,6,uk,15,3,1,53.55,53.55,160.65,1,53.55,160.65,0,0,0,0,0.00000000000000000000,0.00,0.00
AN9at3LlvDamqXq8dvHD4w==,6,ru,24,1,1,18.99,18.99,18.99,0,0,,0,1,0,18.99,0.11820728291316526611,0.00,114.15
to3TWHIKMGoINAlfTdWn+w==,6,uk,28,2,1,35.34,35.34,70.68,1,35.34,70.68,0,0,0,0,0.00000000000000000000,0.00,0.00
MRcEXu/KG95hsIyJM/816A==,6,uk,32,1,1,23.4,23.40,23.40,0,0,,0,1,0,23.4,0.33106960950764006791,0.00,52.56
jVhb69DTRT5TSWYEiUrlbg==,6,uk,20,3,1,66.45,66.45,199.35,0,0,,0,1,0,66.45,2.8397435897435897,90.81,0.00
S+4OKFlwA3L8VcjOt8TurA==,6,uk,29,1,1,29.16,29.16,29.16,0,0,,0,1,0,29.16,0.14627539503386004515,13.92,0.00
BDvlXttM/hbupcLic+5ZWg==,6,uk,29,3,1,46.53,46.53,139.59,0,0,,0,1,0,46.53,1.5956790123456790,126.66,0.00
q/Tz1C31XWaBUDrRn2ezDw==,6,uk,21,4,1,72.48,72.48,289.92,0,0,,0,1,0,72.48,0.51923490221362561788,272.28,0.00
Lug+Yg90jslWgHEN6dc+Ng==,6,uk,21,1,1,18.66,18.66,18.66,0,0,,0,1,0,18.66,0.06436258278145695364,0.00,310.26
b3TBQFxyCxxypmPajF+jXw==,6,uk,15,4,1,71.31,71.31,285.24,0,0,,1,1,0,71.31,3.8215434083601286,227.88,0.00
BTD3ZjLKfkT6ZRBT9zRwtg==,6,uk,14,2,1,46.20,46.20,92.40,0,0,,0,1,0,46.20,0.16196886832141354649,0.00,170.52
QoHEss2e+b385deeX2p39Q==,6,ru,22,2,1,41.04,41.04,82.08,1,41.04,82.08,0,0,0,0,0.00000000000000000000,0.00,0.00
r9AjQVS2nstu5lpVmDlihA==,6,ru,22,2,1,53.28,53.28,106.56,1,53.28,106.56,0,0,0,0,0.00000000000000000000,0.00,0.00
"75lEf3nSWLSf6GncqhR9gQ==",6,ru,22,4,1,86.85,86.85,347.40,0,0,,0,1,0,86.85,0.81503378378378378378,172.62,0.00
DqezK7HAqZ+GovyRuzxD1A==,6,uk,23,3,1,86.49,86.49,259.47,0,0,,0,1,0,86.49,0.24896373056994818653,43.02,0.00
"7zbxKst2yi3pfdVI8iEChw==",6,ru,15,1,1,13.05,13.05,13.05,0,0,,0,1,0,13.05,0.05029483177245924384,0.00,10.26
JBV4ilPNTtWevrqq146kyg==,6,uk,43,1,1,16.38,16.38,16.38,1,16.38,16.38,0,0,0,0,0.00000000000000000000,0.00,0.00
"1jx1AjqUwE9sbCyafQnUNQ==",6,ru,25,3,1,56.13,56.13,168.39,1,56.13,168.39,0,0,0,0,0.00000000000000000000,0.00,0.00
"3Whh6FLR1MSfsuHKVdCEYQ==",6,uk,21,1,1,20.13,20.13,20.13,0,0,,0,1,0,20.13,0.11954391590949581329,7.77,0.00
"3iITAz/ADjFv3PDTgTjxSg==",6,ru,16,2,1,34.35,34.35,68.70,0,0,,0,1,0,34.35,1.7064083457526080,53.01,0.00
V7J42heW8l19wiBJ8UpRyw==,6,ru,25,2,1,31.95,31.95,63.90,0,0,,0,1,0,31.95,0.46506550218340611354,0.00,21.54
Dbff3x5cRk6/tUY3WQdzFQ==,6,uk,21,1,1,32.37,32.37,32.37,0,0,,0,1,0,32.37,0.50657276995305164319,1.17,0.00
W6fRYNhsTNHQkvkoFEUaVQ==,6,uk,16,2,1,55.02,55.02,110.04,0,0,,0,1,0,55.02,1.6997219647822057,0.00,273.60
Ghk2iJmzSUW4qLsmJgwOcw==,6,uk,16,4,1,82.80,82.80,331.20,0,0,,0,1,0,82.80,0.75245365321701199564,129.33,0.00
"3KHhqZr7/1n2+bTP13WuXA==",6,uk,16,4,1,74.85,74.85,299.40,1,74.85,299.40,0,0,0,0,0.00000000000000000000,0.00,0.00
dpfu6t8G4blqMn55KM8bSg==,6,uk,16,1,1,17.64,17.64,17.64,0,0,,0,1,0,17.64,0.05891783567134268537,0.00,48.66
GUNmu9bjwltT1/vYgzDEDQ==,6,uk,16,1,1,13.56,13.56,13.56,1,13.56,13.56,1,0,1,0,0.00000000000000000000,0.00,0.00
crKNTIblJ0113SKEtSJQHw==,6,uk,16,1,1,29.97,29.97,29.97,0,0,,0,1,0,29.97,2.2101769911504425,0.00,439.98
SyWxmJ+Ha8K2C9UJt8blVA==,6,ru,25,3,1,63.45,63.45,190.35,0,0,,0,1,0,63.45,2.1171171171171171,173.55,0.00
pLOCMIX+imLIzoDehgdOPA==,6,uk,22,3,1,55.53,55.53,166.59,0,0,,0,1,0,55.53,0.29172576832151300236,0.00,37.89
ZxxZ87IcpgSh4lQ/VSIjnA==,6,uk,22,3,1,71.97,71.97,215.91,0,0,,0,1,0,71.97,0.43201872861516297497,138.39,0.00
er3/fOrRpmyqiRaC0CaFcg==,6,uk,21,4,1,103.71,103.71,414.84,0,0,,0,1,0,103.71,0.48033903015145199389,367.62,0.00
GEAVJz1gd3SThbDZR01fcA==,6,uk,14,2,1,36.06,36.06,72.12,0,0,,0,1,0,36.06,0.08692507954874168354,0.00,24.48
o55dseByUOl9s5IQCz1kuQ==,6,uk,22,1,1,13.26,13.26,13.26,0,0,,0,1,0,13.26,0.18386023294509151414,0.00,3.18
orbgZNBGuhZZx63HTAbyIw==,6,uk,25,5,1,117.48,117.48,587.40,0,0,,0,1,0,117.48,8.8597285067873303,0.00,348.42
Jp0hnV9XOJGVV5jpFhlqgQ==,6,uk,25,3,1,63.39,63.39,190.17,0,0,,0,1,0,63.39,0.10791624106230847804,172.11,0.00
sCKPcG1GIuOo593nRuu1Cw==,6,uk,25,3,1,61.11,61.11,183.33,1,61.11,183.33,0,0,0,0,0.00000000000000000000,0.00,0.00
"3Xuq0acIoGEgw19qflIoog==",6,uk,25,1,1,12.69,12.69,12.69,1,12.69,12.69,0,0,0,0,0.00000000000000000000,0.00,0.00
ZgTMXDOYCQOiAw4VI8H7AA==,6,uk,25,1,1,14.55,14.55,14.55,1,14.55,14.55,0,0,0,0,0.00000000000000000000,0.00,0.00
"2Tm77AxZ7h7oCNKgCgMpnQ==",6,uk,23,1,1,25.35,25.35,25.35,0,0,,0,1,0,25.35,1.7422680412371134,0.00,190.83
geIiJ1L04w2qAE0qzQUb2g==,6,uk,23,3,1,51.24,51.24,153.72,1,51.24,153.72,0,0,0,0,0.00000000000000000000,0.00,0.00
ShEJVi+TtuQlvdw2uetd/Q==,6,uk,22,2,1,32.13,32.13,64.26,0,0,,1,1,1,32.13,0.20901639344262295082,36.39,0.00
IdKyooyTjAbvCA7p+ujKCw==,6,uk,19,4,1,103.14,103.14,412.56,0,0,,0,1,0,103.14,1.6050420168067227,0.00,662.22
"6We7zBO7mVbNxGEl/xPKVg==",6,uk,19,1,1,28.95,28.95,28.95,0,0,,0,1,0,28.95,0.07017161140197789412,6.21,0.00
Hamw6F2EZmJfI2glmE2NEg==,6,ru,24,2,1,32.07,32.07,64.14,0,0,,0,1,0,32.07,1.1077720207253886,48.54,0.00
"7EPlnA7OQ9MhMx+od6FA9g==",6,ru,23,1,1,12.39,12.39,12.39,0,0,,0,1,0,12.39,0.19317118802619270346,0.00,141.15
T+RA0/fgzbUBLF89D4AEDA==,6,ru,23,2,1,31.44,31.44,62.88,0,0,,0,1,0,31.44,2.5375302663438257,0.00,28.08
ildaqkizLaFesmkjCvlzmQ==,6,uk,24,3,1,54.54,54.54,163.62,1,54.54,163.62,0,0,0,0,0.00000000000000000000,0.00,0.00
zSepnWFgLH0tQb1s4mxKZQ==,6,uk,24,1,1,25.56,25.56,25.56,0,0,,0,1,0,25.56,0.15621562156215621562,9.51,0.00
Veep00i4vvZbTAVD6GMoiA==,6,uk,38,2,1,36.78,36.78,73.56,0,0,,0,1,0,36.78,1.4389671361502347,0.00,71.43
Uen3Ap0lnrgWVWJtFCSo7g==,6,ru,17,2,1,55.23,55.23,110.46,0,0,,0,1,0,55.23,0.75081566068515497553,14.70,0.00
ZmjMhgyYl6o8iFq964FEWg==,6,ru,17,4,1,68.58,68.58,274.32,0,0,,0,1,0,68.58,0.62085822922324823466,247.32,0.00
b6lW5fOrJiJUE7dwhEp9VQ==,6,ru,17,2,1,41.07,41.07,82.14,0,0,,0,1,0,41.07,0.14971566054243219598,0.00,200.19
"72brUr/DKItStlTen5pHYg==",6,uk,24,4,1,86.91,86.91,347.64,0,0,,0,1,0,86.91,1.0580715850986121,327.72,0.00
WDsSR+yQGqoMMBfCxqkZlw==,6,uk,24,4,1,91.05,91.05,364.20,0,0,,0,1,0,91.05,0.26190887124611667242,266.10,0.00
A1qVjssGQ+ZUWZu3Z5DzTA==,6,uk,24,5,1,107.40,107.40,537.00,0,0,,0,1,0,107.40,0.29489291598023064250,523.05,0.00
B4b6v6eUHvAVOeAQk6EEiw==,6,ru,23,5,1,96.33,96.33,481.65,0,0,,0,1,0,96.33,0.17938547486033519553,290.85,0.00
DorDcyqBWMg5IEaflqn5Xw==,6,ru,23,1,1,13.89,13.89,13.89,0,0,,0,1,0,13.89,0.02883836810962317035,0.00,61.35
HjI8n/FVfaGZ4bIEwrZPGw==,6,ru,29,2,1,31.80,31.80,63.60,1,31.80,63.60,1,0,0,0,0.00000000000000000000,0.00,0.00
pz7LUOs9i7xgncmHVxQvOw==,6,ru,24,3,1,89.61,89.61,268.83,0,0,,0,1,0,89.61,1.4089622641509434,229.23,0.00
"9IWUQ1iWPfYSSN2tWuVqMQ==",6,ru,24,4,1,88.08,88.08,352.32,0,0,,0,1,0,88.08,0.32764200424059814753,339.84,0.00
ZU1vF9G4TjB+iEZ001MU3g==,6,ru,29,1,1,17.22,17.22,17.22,1,17.22,17.22,0,0,0,0,0.00000000000000000000,0.00,0.00
wjWDL/+l9D+LVt/9gNMH5Q==,6,ru,20,1,1,13.08,13.08,13.08,0,0,,0,1,0,13.08,0.75958188153310104530,0.96,0.00
"4btLP2zvi8eBV0t08fdkKQ==",6,ru,20,2,1,27.87,27.87,55.74,0,0,,0,1,0,27.87,2.1307339449541284,0.00,310.98
"2FYEYdoJMUOtbJ6TruruWA==",6,ru,20,1,1,22.47,22.47,22.47,0,0,,0,1,0,22.47,0.40312163616792249731,0.00,7.86
aQDvOXzsDAJWi3Y47ptRPg==,6,ru,20,1,1,19.08,19.08,19.08,0,0,,1,1,1,19.08,0.84913217623497997330,0.00,59.52
TWDA+aUZ8OPMHOtz5cPPXA==,6,ru,20,1,1,14.07,14.07,14.07,0,0,,0,1,0,14.07,0.73742138364779874214,0.00,13.35
eoqO46DzxSrKA2rredUNyQ==,6,uk,24,1,1,13.5,13.50,13.50,1,13.5,13.50,0,0,0,0,0.00000000000000000000,0.00,0.00
fDgyPW0yy0+9ietMvl0vmA==,6,ru,18,1,1,19.98,19.98,19.98,1,19.98,19.98,0,0,0,0,0.00000000000000000000,0.00,0.00
F9Jtg6+0qPUKWDgBJxG8cA==,6,ru,18,4,1,89.07,89.07,356.28,0,0,,0,1,0,89.07,4.4579579579579580,259.38,0.00
eCd4MBHIR4qUWapg05TFLQ==,6,ru,18,2,1,25.65,25.65,51.30,0,0,,0,1,0,25.65,0.07199393735264398787,36.75,0.00
qqYyR2vRI+7pgiuyTnVM+A==,6,ru,19,2,1,36.84,36.84,73.68,0,0,,0,1,0,36.84,0.71812865497076023392,0.00,6.66
Grpkzd4XIHh+ZbTMNxnUGg==,6,ru,30,1,1,14.49,14.49,14.49,0,0,,0,1,0,14.49,0.19666123778501628664,0.00,69.27
K/6KHxREKTlFZXRfBNVNuQ==,6,ru,19,1,1,14.64,14.64,14.64,0,0,,0,1,0,14.64,1.01035196687370600414,1.38,0.00
dp8g3Zsy2hCfov8GumRuWg==,6,ru,19,1,1,13.89,13.89,13.89,1,13.89,13.89,1,0,0,0,0.00000000000000000000,0.00,0.00
nPrRQwP3UZo2KBlM2mJ8fg==,6,uk,24,3,1,65.25,65.25,195.75,0,0,,0,1,0,65.25,4.6976241900647948,0.00,14.49
QZBiEFECZAgVl5IkN9/cFw==,6,en,16,2,1,41.88,41.88,83.76,0,0,,0,1,0,41.88,0.21394636015325670498,0.00,372.09
Bcs3CbYx2EpbL9otxlEUmg==,6,uk,18,2,1,31.38,31.38,62.76,0,0,,0,1,0,31.38,0.37464183381088825215,32.04,0.00
rw8yxS9+t5PvgINa7EhMvQ==,6,uk,18,3,1,49.92,49.92,149.76,1,49.92,149.76,0,0,0,0,0.00000000000000000000,0.00,0.00
iFFApiXZ2wPdS666BLpKZw==,6,uk,18,2,1,34.89,34.89,69.78,0,0,,0,1,0,34.89,0.23297275641025641026,0.00,79.98
v9uJC6CIm0KR00+LpWQUBg==,6,uk,18,2,1,30.87,30.87,61.74,1,30.87,61.74,0,0,0,0,0.00000000000000000000,0.00,0.00
J6WNl39fdxaY8ZtvV8wNkw==,6,uk,18,2,1,41.85,41.85,83.70,0,0,,1,1,0,41.85,0.67784256559766763848,58.71,0.00
"4pssft0TgDfiQexjbe25lw==",6,ru,26,1,1,14.76,14.76,14.76,1,14.76,14.76,0,0,0,0,0.00000000000000000000,0.00,0.00
"7GE5h/3N3lcro3K9T3aujw==",6,ru,32,7,1,144.75,144.75,1013.25,0,0,,0,1,0,144.75,9.8069105691056911,418.50,0.00
LWAxWBdiFs/25YxI4ZGthA==,6,ru,17,1,1,18.54,18.54,18.54,0,0,,1,1,1,18.54,0.01829755736491487787,0.00,327.30
Ox0UcaMHdCuTLe5/JQrJMQ==,6,ru,18,1,1,17.76,17.76,17.76,1,17.76,17.76,0,0,0,0,0.00000000000000000000,0.00,0.00
Y/nf8iBu/UCaNAuIRRjVwA==,7,uk,15,3,1,63.63,63.63,190.89,0,0,,0,1,0,63.63,0,149.76,0.00
hi1ErLiMLDP0HWvMqLKv6g==,7,ru,18,5,1,117.78,117.78,588.90,1,117.78,588.90,0,0,0,0,0.00000000000000000000,0.00,0.00
Yh9mYycPmc8CH9Rbjhu3ZQ==,7,uk,28,1,1,14.64,14.64,14.64,1,14.64,14.64,0,0,0,0,0.00000000000000000000,0.00,0.00
to3TWHIKMGoINAlfTdWn+w==,7,uk,28,1,1,15.87,15.87,15.87,0,0,,0,1,0,15.87,1.0840163934426230,0.00,54.81
eoqO46DzxSrKA2rredUNyQ==,7,uk,24,2,1,60.72,60.72,121.44,0,0,,0,1,0,60.72,3.8260869565217391,107.94,0.00
